name,type,start_time,duration,"mosi","miso"
"SPI","disable",1.747563917,0.000000042,,
"SPI","enable",1.75347925,0.000000042,,
"SPI","result",1.75347975,0.000007542,0xB5,0x20
"SPI","result",1.75348775,0.000007542,0x00,0x2F
"SPI","disable",1.75349625,0.000000042,,
"SPI","enable",1.759364417,0.000000042,,
"SPI","result",1.759364917,0.000007542,0xB5,0x20
"SPI","result",1.759372917,0.000007542,0x00,0x2F
"SPI","disable",1.759381458,0.000000042,,
"SPI","enable",1.765260333,0.000000042,,
"SPI","result",1.765260833,0.000007542,0xB5,0x20
"SPI","result",1.765268833,0.000007542,0x00,0x2F
"SPI","disable",1.765277333,0.000000042,,
"SPI","enable",1.771162083,0.000000042,,
"SPI","result",1.771162583,0.000007542,0xB5,0x20
"SPI","result",1.771170583,0.000007542,0x00,0x2F
"SPI","disable",1.771179083,0.000000042,,
"SPI","enable",1.7770975,0.000000042,,
"SPI","result",1.777098,0.000007542,0xB5,0x20
"SPI","result",1.777106,0.000007542,0x00,0x2F
"SPI","disable",1.7771145,0.000000042,,
"SPI","enable",1.782981708,0.000000042,,
"SPI","result",1.782982208,0.000007542,0xB5,0x20
"SPI","result",1.782990208,0.000007542,0x00,0x2F
"SPI","disable",1.78299875,0.000000042,,
"SPI","enable",1.78887775,0.000000042,,
"SPI","result",1.78887825,0.000007542,0xB5,0x20
"SPI","result",1.78888625,0.000007542,0x00,0x2F
"SPI","disable",1.788894792,0.000000042,,
"SPI","enable",1.788929792,0.000000042,,
"SPI","result",1.788930292,0.000007542,0x36,0x2F
"SPI","disable",1.788938792,0.000000042,,
"SPI","enable",1.788975958,0.000000042,,
"SPI","result",1.788976458,0.000007542,0x3A,0x0F
"SPI","disable",1.788984958,0.000000042,,
"SPI","enable",1.789022125,0.000000042,,
"SPI","result",1.789022625,0.000007542,0x34,0x0F
"SPI","disable",1.789031125,0.000000042,,
"SPI","enable",1.789071875,0.000000042,,
"SPI","result",1.789072375,0.000007542,0xB5,0x40
"SPI","result",1.789080375,0.000007542,0x00,0x4F
"SPI","disable",1.789088875,0.000000042,,
"SPI","enable",1.794778542,0.000000042,,
"SPI","result",1.794779042,0.000007542,0xB5,0x10
"SPI","result",1.794787042,0.000007542,0x00,0x5F
"SPI","disable",1.794795542,0.000000042,,
"SPI","enable",1.800712042,0.000000042,,
"SPI","result",1.800712542,0.000007542,0xB5,0x20
"SPI","result",1.800720542,0.000007542,0x00,0x2F
"SPI","disable",1.800729042,0.000000042,,
"SPI","enable",1.80662775,0.000000042,,
"SPI","result",1.80662825,0.000007542,0xB5,0x20
"SPI","result",1.80663625,0.000007542,0x00,0x2F
"SPI","disable",1.80664475,0.000000042,,
"SPI","enable",1.812488542,0.000000042,,
"SPI","result",1.812489042,0.000007542,0xB5,0x20
"SPI","result",1.812497042,0.000007542,0x00,0x2F
"SPI","disable",1.812505542,0.000000042,,
"SPI","enable",1.818393083,0.000000042,,
"SPI","result",1.818393583,0.000007542,0xB5,0x20
"SPI","result",1.818401583,0.000007542,0x00,0x2F
"SPI","disable",1.818410083,0.000000042,,
"SPI","enable",1.824283333,0.000000042,,
"SPI","result",1.824283833,0.000007542,0xB5,0x20
"SPI","result",1.824291833,0.000007583,0x00,0x2F
"SPI","disable",1.824300375,0.000000042,,
"SPI","enable",1.830189667,0.000000042,,
"SPI","result",1.830190167,0.000007542,0xB5,0x20
"SPI","result",1.830198167,0.000007542,0x00,0x2F
"SPI","disable",1.830206708,0.000000042,,
"SPI","enable",1.836121583,0.000000042,,
"SPI","result",1.836122083,0.000007542,0xB5,0x20
"SPI","result",1.836130083,0.000007542,0x00,0x2F
"SPI","disable",1.836138625,0.000000042,,
"SPI","enable",1.836175625,0.000000042,,
"SPI","result",1.836176125,0.000007542,0x36,0x2F
"SPI","disable",1.836184625,0.000000042,,
"SPI","enable",1.836221833,0.000000042,,
"SPI","result",1.836222333,0.000007542,0x3A,0x0F
"SPI","disable",1.836230833,0.000000042,,
"SPI","enable",1.836268,0.000000042,,
"SPI","result",1.8362685,0.000007542,0x34,0x0F
"SPI","disable",1.836277,0.000000042,,
"SPI","enable",1.83631775,0.000000042,,
"SPI","result",1.83631825,0.000007542,0xB5,0x40
"SPI","result",1.83632625,0.000007542,0x00,0x4F
"SPI","disable",1.83633475,0.000000042,,
"SPI","enable",1.842009958,0.000000042,,
"SPI","result",1.842010458,0.000007542,0xB5,0x10
"SPI","result",1.842018458,0.000007542,0x00,0x5F
"SPI","disable",1.842026958,0.000000042,,
"SPI","enable",1.847898917,0.000000042,,
"SPI","result",1.847899417,0.000007542,0xB5,0x20
"SPI","result",1.847907417,0.000007542,0x00,0x2F
"SPI","disable",1.847915958,0.000000042,,
"SPI","enable",1.853804458,0.000000042,,
"SPI","result",1.853804958,0.000007542,0xB5,0x20
"SPI","result",1.853812958,0.000007542,0x00,0x2F
"SPI","disable",1.8538215,0.000000042,,
"SPI","enable",1.859718583,0.000000042,,
"SPI","result",1.859719083,0.000007542,0xB5,0x20
"SPI","result",1.859727083,0.000007542,0x00,0x2F
"SPI","disable",1.859735583,0.000000042,,
"SPI","enable",1.865607208,0.000000042,,
"SPI","result",1.865607708,0.000007542,0xB5,0x20
"SPI","result",1.865615708,0.000007542,0x00,0x2F
"SPI","disable",1.865624208,0.000000042,,
"SPI","enable",1.871511667,0.000000042,,
"SPI","result",1.871512167,0.000007542,0xB5,0x20
"SPI","result",1.871520167,0.000007542,0x00,0x2F
"SPI","disable",1.871528708,0.000000042,,
"SPI","enable",1.87751125,0.000000042,,
"SPI","result",1.87751175,0.000007542,0xB5,0x20
"SPI","result",1.87751975,0.000007542,0x00,0x2F
"SPI","disable",1.87752825,0.000000042,,
"SPI","enable",1.883493833,0.000000042,,
"SPI","result",1.883494333,0.000007542,0xB5,0x20
"SPI","result",1.883502333,0.000007542,0x00,0x2F
"SPI","disable",1.883510833,0.000000042,,
"SPI","enable",1.889992708,0.000000042,,
"SPI","result",1.889993208,0.000007542,0xB5,0x20
"SPI","result",1.890001208,0.000007542,0x00,0x2F
"SPI","disable",1.890009708,0.000000042,,
"SPI","enable",1.890048083,0.000000042,,
"SPI","result",1.890048583,0.000007542,0xBB,0x20
"SPI","result",1.890056583,0.000007542,0x00,0x2F
"SPI","disable",1.890065125,0.000000042,,
"SPI","enable",1.8901035,0.000000042,,
"SPI","result",1.890104,0.000007542,0xB8,0x20
"SPI","result",1.890112,0.000007542,0x00,0x2F
"SPI","disable",1.8901205,0.000000042,,
"SPI","enable",1.890158875,0.000000042,,
"SPI","result",1.890159375,0.000007583,0x96,0x20
"SPI","result",1.890167375,0.000007583,0x00,0x07
"SPI","disable",1.890175917,0.000000042,,
"SPI","enable",1.890214292,0.000000042,,
"SPI","result",1.890214792,0.000007542,0x97,0x20
"SPI","result",1.890222792,0.000007542,0x00,0x30
"SPI","disable",1.890231292,0.000000042,,
"SPI","enable",1.902355292,0.000000042,,
"SPI","result",1.902355792,0.000007542,0x30,0x2F
"SPI","disable",1.902364333,0.000000042,,
"SPI","enable",1.902430625,0.000000042,,
"SPI","result",1.902431125,0.000007542,0x00,0x0F
"SPI","result",1.902439125,0.000007542,0x06,0x0F
"SPI","disable",1.902447625,0.000000042,,
"SPI","enable",1.902483625,0.000000042,,
"SPI","result",1.902484125,0.000007542,0x01,0x0F
"SPI","result",1.902492125,0.000007542,0x2E,0x0F
"SPI","disable",1.902500625,0.000000042,,
"SPI","enable",1.902535625,0.000000042,,
"SPI","result",1.902536125,0.000007542,0x02,0x0F
"SPI","result",1.902544125,0.000007542,0x00,0x0F
"SPI","disable",1.902552667,0.000000042,,
"SPI","enable",1.902587667,0.000000042,,
"SPI","result",1.902588167,0.000007542,0x03,0x0F
"SPI","result",1.902596167,0.000007542,0x07,0x0F
"SPI","disable",1.902604667,0.000000042,,
"SPI","enable",1.902639667,0.000000042,,
"SPI","result",1.902640167,0.000007542,0x04,0x0F
"SPI","result",1.902648167,0.000007542,0x3D,0x0F
"SPI","disable",1.902656708,0.000000042,,
"SPI","enable",1.902691708,0.000000042,,
"SPI","result",1.902692208,0.000007542,0x05,0x0F
"SPI","result",1.902700208,0.000007542,0x54,0x0F
"SPI","disable",1.902708708,0.000000042,,
"SPI","enable",1.902743708,0.000000042,,
"SPI","result",1.902744208,0.000007542,0x06,0x0F
"SPI","result",1.902752208,0.000007542,0xFF,0x0F
"SPI","disable",1.902760708,0.000000042,,
"SPI","enable",1.902795708,0.000000042,,
"SPI","result",1.902796208,0.000007542,0x07,0x0F
"SPI","result",1.902804208,0.000007542,0x00,0x0F
"SPI","disable",1.902812708,0.000000042,,
"SPI","enable",1.902847708,0.000000042,,
"SPI","result",1.902848208,0.000007542,0x08,0x0F
"SPI","result",1.902856208,0.000007542,0x00,0x0F
"SPI","disable",1.902864708,0.000000042,,
"SPI","enable",1.902899708,0.000000042,,
"SPI","result",1.902900208,0.000007542,0x09,0x0F
"SPI","result",1.902908208,0.000007542,0x00,0x0F
"SPI","disable",1.90291675,0.000000042,,
"SPI","enable",1.90295175,0.000000042,,
"SPI","result",1.90295225,0.000007542,0x0B,0x0F
"SPI","result",1.90296025,0.000007542,0x08,0x0F
"SPI","disable",1.90296875,0.000000042,,
"SPI","enable",1.90300375,0.000000042,,
"SPI","result",1.90300425,0.000007542,0x0C,0x0F
"SPI","result",1.90301225,0.000007542,0x00,0x0F
"SPI","disable",1.903020792,0.000000042,,
"SPI","enable",1.903055792,0.000000042,,
"SPI","result",1.903056292,0.000007542,0x0D,0x0F
"SPI","result",1.903064292,0.000007542,0x21,0x0F
"SPI","disable",1.903072792,0.000000042,,
"SPI","enable",1.903107792,0.000000042,,
"SPI","result",1.903108292,0.000007542,0x0E,0x0F
"SPI","result",1.903116292,0.000007542,0x6B,0x0F
"SPI","disable",1.903124792,0.000000042,,
"SPI","enable",1.903159792,0.000000042,,
"SPI","result",1.903160292,0.000007542,0x0F,0x0F
"SPI","result",1.903168292,0.000007542,0xD0,0x0F
"SPI","disable",1.903176792,0.000000042,,
"SPI","enable",1.903211792,0.000000042,,
"SPI","result",1.903212292,0.000007542,0x10,0x0F
"SPI","result",1.903220292,0.000007542,0x5C,0x0F
"SPI","disable",1.903228792,0.000000042,,
"SPI","enable",1.903263792,0.000000042,,
"SPI","result",1.903264292,0.000007542,0x11,0x0F
"SPI","result",1.903272292,0.000007542,0x0F,0x0F
"SPI","disable",1.903280833,0.000000042,,
"SPI","enable",1.903315833,0.000000042,,
"SPI","result",1.903316333,0.000007542,0x12,0x0F
"SPI","result",1.903324333,0.000007542,0x05,0x0F
"SPI","disable",1.903332833,0.000000042,,
"SPI","enable",1.903367833,0.000000042,,
"SPI","result",1.903368333,0.000007542,0x13,0x0F
"SPI","result",1.903376333,0.000007542,0x22,0x0F
"SPI","disable",1.903384875,0.000000042,,
"SPI","enable",1.903419875,0.000000042,,
"SPI","result",1.903420375,0.000007542,0x14,0x0F
"SPI","result",1.903428375,0.000007542,0xF8,0x0F
"SPI","disable",1.903436875,0.000000042,,
"SPI","enable",1.903471875,0.000000042,,
"SPI","result",1.903472375,0.000007542,0x15,0x0F
"SPI","result",1.903480375,0.000007542,0x50,0x0F
"SPI","disable",1.903488875,0.000000042,,
"SPI","enable",1.903523875,0.000000042,,
"SPI","result",1.903524375,0.000007542,0x16,0x0F
"SPI","result",1.903532375,0.000007542,0x07,0x0F
"SPI","disable",1.903540875,0.000000042,,
"SPI","enable",1.903575875,0.000000042,,
"SPI","result",1.903576375,0.000007542,0x17,0x0F
"SPI","result",1.903584375,0.000007542,0x30,0x0F
"SPI","disable",1.903592917,0.000000042,,
"SPI","enable",1.903627875,0.000000042,,
"SPI","result",1.903628375,0.000007542,0x18,0x0F
"SPI","result",1.903636375,0.000007542,0x18,0x0F
"SPI","disable",1.903644917,0.000000042,,
"SPI","enable",1.903679917,0.000000042,,
"SPI","result",1.903680417,0.000007542,0x19,0x0F
"SPI","result",1.903688417,0.000007542,0x16,0x0F
"SPI","disable",1.903696917,0.000000042,,
"SPI","enable",1.903731917,0.000000042,,
"SPI","result",1.903732417,0.000007583,0x1A,0x0F
"SPI","result",1.903740417,0.000007583,0x6C,0x0F
"SPI","disable",1.903748958,0.000000042,,
"SPI","enable",1.903783958,0.000000042,,
"SPI","result",1.903784458,0.000007542,0x1B,0x0F
"SPI","result",1.903792458,0.000007542,0x43,0x0F
"SPI","disable",1.903800958,0.000000042,,
"SPI","enable",1.903835958,0.000000042,,
"SPI","result",1.903836458,0.000007542,0x1C,0x0F
"SPI","result",1.903844458,0.000007542,0x40,0x0F
"SPI","disable",1.903852958,0.000000042,,
"SPI","enable",1.903887958,0.000000042,,
"SPI","result",1.903888458,0.000007542,0x1D,0x0F
"SPI","result",1.903896458,0.000007542,0x91,0x0F
"SPI","disable",1.903904958,0.000000042,,
"SPI","enable",1.903939958,0.000000042,,
"SPI","result",1.903940458,0.000007542,0x21,0x0F
"SPI","result",1.903948458,0.000007542,0x56,0x0F
"SPI","disable",1.903957,0.000000042,,
"SPI","enable",1.903991958,0.000000042,,
"SPI","result",1.903992458,0.000007542,0x22,0x0F
"SPI","result",1.904000458,0.000007542,0x10,0x0F
"SPI","disable",1.904009,0.000000042,,
"SPI","enable",1.904044,0.000000042,,
"SPI","result",1.9040445,0.000007542,0x23,0x0F
"SPI","result",1.9040525,0.000007542,0xE9,0x0F
"SPI","disable",1.904061,0.000000042,,
"SPI","enable",1.904096042,0.000000042,,
"SPI","result",1.904096542,0.000007542,0x24,0x0F
"SPI","result",1.904104542,0.000007542,0x0A,0x0F
"SPI","disable",1.904113042,0.000000042,,
"SPI","enable",1.904148042,0.000000042,,
"SPI","result",1.904148542,0.000007542,0x25,0x0F
"SPI","result",1.904156542,0.000007542,0x00,0x0F
"SPI","disable",1.904165042,0.000000042,,
"SPI","enable",1.904200042,0.000000042,,
"SPI","result",1.904200542,0.000007542,0x26,0x0F
"SPI","result",1.904208542,0.000007542,0x11,0x0F
"SPI","disable",1.904217042,0.000000042,,
"SPI","enable",1.904252042,0.000000042,,
"SPI","result",1.904252542,0.000007542,0x2C,0x0F
"SPI","result",1.904260542,0.000007542,0x88,0x0F
"SPI","disable",1.904269083,0.000000042,,
"SPI","enable",1.904304042,0.000000042,,
"SPI","result",1.904304542,0.000007542,0x2D,0x0F
"SPI","result",1.904312542,0.000007542,0x31,0x0F
"SPI","disable",1.904321083,0.000000042,,
"SPI","enable",1.904356042,0.000000042,,
"SPI","result",1.904356542,0.000007542,0x2E,0x0F
"SPI","result",1.904364542,0.000007542,0x0B,0x0F
"SPI","disable",1.904373083,0.000000042,,
"SPI","enable",1.904407833,0.000000042,,
"SPI","result",1.904408333,0.000007542,0x33,0x0F
"SPI","disable",1.904416875,0.000000042,,
"SPI","enable",1.904465375,0.000000042,,
"SPI","result",1.904465875,0.000007542,0x8B,0x40
"SPI","result",1.904473875,0.000007542,0x00,0x08
"SPI","disable",1.904482417,0.000000042,,
"SPI","enable",1.904520792,0.000000042,,
"SPI","result",1.904521292,0.000007542,0x8C,0x40
"SPI","result",1.904529292,0.000007542,0x00,0x00
"SPI","disable",1.904537792,0.000000042,,
"SPI","enable",1.904576792,0.000000042,,
"SPI","result",1.904577292,0.000007542,0x8D,0x40
"SPI","result",1.904585292,0.000007542,0x00,0x21
"SPI","disable",1.904593833,0.000000042,,
"SPI","enable",1.904632208,0.000000042,,
"SPI","result",1.904632708,0.000007542,0x8E,0x40
"SPI","result",1.904640708,0.000007542,0x00,0x6B
"SPI","disable",1.904649208,0.000000042,,
"SPI","enable",1.904687583,0.000000042,,
"SPI","result",1.904688083,0.000007542,0x8F,0x40
"SPI","result",1.904696083,0.000007542,0x00,0xD0
"SPI","disable",1.904704625,0.000000042,,
"SPI","enable",1.904743,0.000000042,,
"SPI","result",1.9047435,0.000007542,0x90,0x40
"SPI","result",1.9047515,0.000007542,0x00,0x5C
"SPI","disable",1.90476,0.000000042,,
"SPI","enable",1.904799042,0.000000042,,
"SPI","result",1.904799542,0.000007542,0x91,0x40
"SPI","result",1.904807542,0.000007542,0x00,0x0F
"SPI","disable",1.904816042,0.000000042,,
"SPI","enable",1.904854417,0.000000042,,
"SPI","result",1.904854917,0.000007542,0x92,0x40
"SPI","result",1.904862917,0.000007542,0x00,0x05
"SPI","disable",1.904871458,0.000000042,,
"SPI","enable",1.904909833,0.000000042,,
"SPI","result",1.904910333,0.000007542,0x93,0x40
"SPI","result",1.904918333,0.000007542,0x00,0x22
"SPI","disable",1.904926833,0.000000042,,
"SPI","enable",1.904965208,0.000000042,,
"SPI","result",1.904965708,0.000007542,0x94,0x40
"SPI","result",1.904973708,0.000007542,0x00,0xF8
"SPI","disable",1.90498225,0.000000042,,
"SPI","enable",1.90502125,0.000000042,,
"SPI","result",1.90502175,0.000007542,0x95,0x40
"SPI","result",1.90502975,0.000007542,0x00,0x50
"SPI","disable",1.90503825,0.000000042,,
"SPI","enable",1.905076625,0.000000042,,
"SPI","result",1.905077125,0.000007542,0xA3,0x40
"SPI","result",1.905085125,0.000007542,0x00,0xE9
"SPI","disable",1.905093667,0.000000042,,
"SPI","enable",1.905132042,0.000000042,,
"SPI","result",1.905132542,0.000007542,0xA4,0x40
"SPI","result",1.905140542,0.000007542,0x00,0x2E
"SPI","disable",1.905149042,0.000000042,,
"SPI","enable",1.905188083,0.000000042,,
"SPI","result",1.905188583,0.000007542,0xA5,0x00
"SPI","result",1.905196583,0.000007542,0x00,0x17
"SPI","disable",1.905205083,0.000000042,,
"SPI","enable",1.9052435,0.000000042,,
"SPI","result",1.905244,0.000007542,0xA6,0x00
"SPI","result",1.905252,0.000007542,0x00,0x11
"SPI","disable",1.9052605,0.000000042,,
"SPI","enable",1.930218333,0.000000042,,
"SPI","result",1.930218833,0.000007542,0x34,0x0F
"SPI","disable",1.930227375,0.000000042,,
"SPI","enable",1.9302835,0.000000042,,
"SPI","result",1.930284,0.000007542,0xB5,0x40
"SPI","result",1.930292,0.000007542,0x00,0x4F
"SPI","disable",1.930300542,0.000000042,,
"SPI","enable",1.936453417,0.000000042,,
"SPI","result",1.936453917,0.000007542,0xB5,0x10
"SPI","result",1.936461917,0.000007542,0x00,0x5F
"SPI","disable",1.936470417,0.000000042,,
"SPI","enable",1.942514875,0.000000042,,
"SPI","result",1.942515375,0.000007542,0xB5,0x20
"SPI","result",1.942523375,0.000007542,0x00,0x2F
"SPI","disable",1.942531875,0.000000042,,
"SPI","enable",1.948619125,0.000000042,,
"SPI","result",1.948619625,0.000007542,0xB5,0x20
"SPI","result",1.948627625,0.000007542,0x00,0x2F
"SPI","disable",1.948636125,0.000000042,,
"SPI","enable",1.954731375,0.000000042,,
"SPI","result",1.954731875,0.000007542,0xB5,0x20
"SPI","result",1.954739875,0.000007542,0x00,0x2F
"SPI","disable",1.954748417,0.000000042,,
"SPI","enable",1.960756042,0.000000042,,
"SPI","result",1.9607565,0.000007583,0xB5,0x20
"SPI","result",1.9607645,0.000007583,0x00,0x2F
"SPI","disable",1.960773042,0.000000042,,
"SPI","enable",1.966832542,0.000000042,,
"SPI","result",1.966833042,0.000007542,0xB5,0x20
"SPI","result",1.966841042,0.000007542,0x00,0x2F
"SPI","disable",1.966849583,0.000000042,,
"SPI","enable",1.97290025,0.000000042,,
"SPI","result",1.97290075,0.000007542,0xB5,0x20
"SPI","result",1.97290875,0.000007542,0x00,0x2F
"SPI","disable",1.97291725,0.000000042,,
"SPI","enable",1.978998292,0.000000042,,
"SPI","result",1.978998792,0.000007542,0xB5,0x20
"SPI","result",1.979006792,0.000007542,0x00,0x2F
"SPI","disable",1.979015292,0.000000042,,
"SPI","enable",1.985051208,0.000000042,,
"SPI","result",1.985051708,0.000007542,0xB5,0x20
"SPI","result",1.985059708,0.000007542,0x00,0x2F
"SPI","disable",1.985068208,0.000000042,,
"SPI","enable",1.991133542,0.000000042,,
"SPI","result",1.991134042,0.000007542,0xB5,0x20
"SPI","result",1.991142042,0.000007542,0x00,0x2F
"SPI","disable",1.991150542,0.000000042,,
"SPI","enable",1.997296125,0.000000042,,
"SPI","result",1.997296625,0.000007542,0xB5,0x20
"SPI","result",1.997304625,0.000007542,0x00,0x2F
"SPI","disable",1.997313125,0.000000042,,
"SPI","enable",2.003466292,0.000000042,,
"SPI","result",2.003466792,0.000007542,0xB5,0x20
"SPI","result",2.003474792,0.000007542,0x00,0x2F
"SPI","disable",2.003483333,0.000000042,,
"SPI","enable",2.003521792,0.000000042,,
"SPI","result",2.003522292,0.000007542,0xB5,0x20
"SPI","result",2.003530292,0.000007542,0x00,0x2F
"SPI","disable",2.003538792,0.000000042,,
"SPI","enable",2.003577208,0.000000042,,
"SPI","result",2.003577708,0.000007542,0xBB,0x20
"SPI","result",2.003585708,0.000007542,0x00,0x2F
"SPI","disable",2.003594208,0.000000042,,
"SPI","enable",2.003632583,0.000000042,,
"SPI","result",2.003633083,0.000007542,0xB8,0x20
"SPI","result",2.003641083,0.000007542,0x00,0x2F
"SPI","disable",2.003649583,0.000000042,,
"SPI","enable",2.003687958,0.000000042,,
"SPI","result",2.003688458,0.000007542,0x96,0x20
"SPI","result",2.003696458,0.000007542,0x00,0x07
"SPI","disable",2.003705,0.000000042,,
"SPI","enable",2.003743375,0.000000042,,
"SPI","result",2.003743875,0.000007542,0x97,0x20
"SPI","result",2.003751875,0.000007542,0x00,0x30
"SPI","disable",2.003760375,0.000000042,,
"SPI","enable",2.015742708,0.000000042,,
"SPI","result",2.015743208,0.000007542,0xBB,0x20
"SPI","result",2.015751208,0.000007542,0x00,0x2F
"SPI","disable",2.01575975,0.000000042,,
"SPI","enable",2.015809333,0.000000042,,
"SPI","result",2.015809833,0.000007542,0xFF,0x20
"SPI","result",2.015817833,0.000007542,0x00,0x00
"SPI","result",2.015825833,0.000007542,0x00,0xBF
"SPI","result",2.015833833,0.000007542,0x00,0xB8
"SPI","disable",2.015842375,0.000000042,,
"SPI","enable",2.015953208,0.000000042,,
"SPI","result",2.015953708,0.000007542,0x36,0x2F
"SPI","disable",2.01596225,0.000000042,,
"SPI","enable",2.015999417,0.000000042,,
"SPI","result",2.015999917,0.000007542,0x3A,0xFF
"SPI","disable",2.016008417,0.000000042,,
"SPI","enable",2.016045583,0.000000042,,
"SPI","result",2.016046083,0.000007542,0x34,0xFF
"SPI","disable",2.016054583,0.000000042,,
"SPI","enable",2.016096167,0.000000042,,
"SPI","result",2.016096667,0.000007542,0xB5,0xFF
"SPI","result",2.016104667,0.000007542,0x00,0xFF
"SPI","disable",2.016113167,0.000000042,,
"SPI","enable",2.022034375,0.000000042,,
"SPI","result",2.022034875,0.000007542,0xB5,0x00
"SPI","result",2.022042875,0.000007542,0x00,0x5F
"SPI","disable",2.022051375,0.000000042,,
"SPI","enable",2.02801775,0.000000042,,
"SPI","result",2.02801825,0.000007542,0xB5,0x20
"SPI","result",2.02802625,0.000007542,0x00,0x2F
"SPI","disable",2.02803475,0.000000042,,
"SPI","enable",2.034013583,0.000000042,,
"SPI","result",2.034014083,0.000007542,0xB5,0x20
"SPI","result",2.034022083,0.000007542,0x00,0x2F
"SPI","disable",2.034030625,0.000000042,,
"SPI","enable",2.04001425,0.000000042,,
"SPI","result",2.04001475,0.000007542,0xB5,0x20
"SPI","result",2.04002275,0.000007542,0x00,0x2F
"SPI","disable",2.04003125,0.000000042,,
"SPI","enable",2.046001958,0.000000042,,
"SPI","result",2.046002458,0.000007542,0xB5,0x20
"SPI","result",2.046010458,0.000007542,0x00,0x2F
"SPI","disable",2.046018958,0.000000042,,
"SPI","enable",2.052003042,0.000000042,,
"SPI","result",2.052003542,0.000007542,0xB5,0x20
"SPI","result",2.052011542,0.000007542,0x00,0x2F
"SPI","disable",2.052020042,0.000000042,,
"SPI","enable",2.057970625,0.000000042,,
"SPI","result",2.057971125,0.000007542,0xB5,0x20
"SPI","result",2.057979125,0.000007542,0x00,0x2F
"SPI","disable",2.057987625,0.000000042,,
"SPI","enable",2.063968417,0.000000042,,
"SPI","result",2.063968917,0.000007542,0xB5,0x20
"SPI","result",2.063976917,0.000007542,0x00,0x2F
"SPI","disable",2.063985417,0.000000042,,
"SPI","enable",2.064023917,0.000000042,,
"SPI","result",2.064024417,0.000007542,0xB5,0x20
"SPI","result",2.064032417,0.000007542,0x00,0x2F
"SPI","disable",2.064040917,0.000000042,,
"SPI","enable",2.064079292,0.000000042,,
"SPI","result",2.064079792,0.000007542,0xBB,0x20
"SPI","result",2.064087792,0.000007542,0x00,0x2F
"SPI","disable",2.064096333,0.000000042,,
"SPI","enable",2.064134708,0.000000042,,
"SPI","result",2.064135208,0.000007542,0xB8,0x20
"SPI","result",2.064143208,0.000007542,0x00,0x2F
"SPI","disable",2.064151708,0.000000042,,
"SPI","enable",2.064190083,0.000000042,,
"SPI","result",2.064190583,0.000007542,0x96,0x20
"SPI","result",2.064198583,0.000007542,0x00,0x07
"SPI","disable",2.064207125,0.000000042,,
"SPI","enable",2.0642455,0.000000042,,
"SPI","result",2.064246,0.000007542,0x97,0x20
"SPI","result",2.064254,0.000007542,0x00,0x30
"SPI","disable",2.0642625,0.000000042,,
"SPI","enable",2.075173375,0.000000042,,
"SPI","result",2.075173875,0.000007542,0x36,0x2F
"SPI","disable",2.075182417,0.000000042,,
"SPI","enable",2.075219583,0.000000042,,
"SPI","result",2.075220083,0.000007542,0x3A,0xFF
"SPI","disable",2.075228583,0.000000042,,
"SPI","enable",2.07526575,0.000000042,,
"SPI","result",2.07526625,0.000007542,0x34,0xFF
"SPI","disable",2.07527475,0.000000042,,
"SPI","enable",2.0753155,0.000000042,,
"SPI","result",2.075316,0.000007542,0xB5,0xFF
"SPI","result",2.075324,0.000007542,0x00,0xFF
"SPI","disable",2.0753325,0.000000042,,
"SPI","enable",2.081506292,0.000000042,,
"SPI","result",2.081506792,0.000007542,0xB5,0x00
"SPI","result",2.081514792,0.000007542,0x00,0x5F
"SPI","disable",2.081523292,0.000000042,,
"SPI","enable",2.087517875,0.000000042,,
"SPI","result",2.087518375,0.000007542,0xB5,0x20
"SPI","result",2.087526375,0.000007542,0x00,0x2F
"SPI","disable",2.087534875,0.000000042,,
"SPI","enable",2.093474958,0.000000042,,
"SPI","result",2.093475417,0.000007583,0xB5,0x20
"SPI","result",2.093483458,0.000007542,0x00,0x2F
"SPI","disable",2.093491958,0.000000042,,
"SPI","enable",2.099461792,0.000000042,,
"SPI","result",2.099462292,0.000007542,0xB5,0x20
"SPI","result",2.099470292,0.000007542,0x00,0x2F
"SPI","disable",2.099478792,0.000000042,,
"SPI","enable",2.105455125,0.000000042,,
"SPI","result",2.105455625,0.000007542,0xB5,0x20
"SPI","result",2.105463625,0.000007542,0x00,0x2F
"SPI","disable",2.105472167,0.000000042,,
"SPI","enable",2.111692542,0.000000042,,
"SPI","result",2.111693042,0.000007542,0xB5,0x20
"SPI","result",2.111701042,0.000007542,0x00,0x2F
"SPI","disable",2.111709542,0.000000042,,
"SPI","enable",2.117455833,0.000000042,,
"SPI","result",2.117456333,0.000007542,0xB5,0x20
"SPI","result",2.117464333,0.000007542,0x00,0x2F
"SPI","disable",2.117472833,0.000000042,,
"SPI","enable",2.123434,0.000000042,,
"SPI","result",2.1234345,0.000007542,0xB5,0x20
"SPI","result",2.1234425,0.000007542,0x00,0x2F
"SPI","disable",2.123451,0.000000042,,
"SPI","enable",2.123493958,0.000000042,,
"SPI","result",2.123494458,0.000007542,0x36,0x2F
"SPI","disable",2.123502958,0.000000042,,
"SPI","enable",2.123540125,0.000000042,,
"SPI","result",2.123540625,0.000007542,0x3A,0x0F
"SPI","disable",2.123549167,0.000000042,,
"SPI","enable",2.123586292,0.000000042,,
"SPI","result",2.123586792,0.000007542,0x34,0x0F
"SPI","disable",2.123595333,0.000000042,,
"SPI","enable",2.123636042,0.000000042,,
